0.12729,0.0654387,6.55341,0.106984,0.0649762,6.56093,0.118014,0.0665758,9.96789,0.119141,0.0667761,10.2991
0.320947,-0.0345908,8.45769,0.303323,-0.0351251,8.52627,0.322179,-0.0258553,8.18534,0.30331,-0.0253901,8.22853
0.113683,-0.0200736,6.60763,0.114421,-0.0199577,6.5575,0.103183,-0.0250846,10.1036,0.117531,-0.0252526,10.3878
0.314349,-0.00925452,8.28196,0.319088,-0.00930181,8.45167,0.314636,-0.0118842,8.21433,0.319228,-0.0119048,8.38098
0.127793,-0.00241421,6.49445,0.125123,-0.00248783,6.52635,0.115737,-0.00375889,10.0916,0.121709,-0.00373802,10.4661
0.319949,0.00295073,8.15116,0.321817,0.00288929,8.37113,0.319393,0.00145711,8.2588,0.321498,0.00148285,8.48802
2.77556e-17,3.46945e-17,0,-3.46945e-17,3.46945e-17,0,0.845686,0.845686,3.38274,3.86221,8.03013,32.1205
-2.68882e-17,2.77556e-17,0,-2.77556e-17,2.94903e-17,0,0.735082,1.26413,5.0565,7.31869,7.31869,29.2748
2.77556e-17,4.16334e-17,0,1.27856,1.27856,5.11424,0.94689,0.94689,3.78756,5.94117,5.44188,23.7647
9.71445e-17,1.11022e-16,0,1.07064,1.07064,4.28256,1.34177,1.34177,5.36709,5.58484,2.39717,22.3394
0,8.67362e-19,0,0.592519,0.592519,2.37007,1.56368,1.40497,6.25472,5.76986,1.72159,23.0794
-1.45717e-16,1.52656e-16,1.29422e-31,-1.52656e-16,1.59595e-16,0,0.757347,-0.356574,24.6788,-0.917906,0.363932,7.8334
-2.77556e-17,2.77556e-17,0,-2.77556e-17,2.77556e-17,0,1.65709,-6.10506,26.6272,1.78606,-1.78606,7.14423
0,-4.33681e-19,0,0,0,0,5.04032,-4.13105,24.3484,0.845157,-2.17227,8.6891
1.94575,-1.69604,7.78299,0.228978,-0.228978,0.915913,3.00532,-1.33692,14.659,1.87323,-1.22766,9.07639
0.485493,-0.485493,1.94197,8.67362e-19,0,0,2.1434,-1.61056,19.666,2.17876,-1.54012,11.1027
0,0,0,0,0,0,-1.27026,-0.551212,5.86286,0.810591,0.497248,26.57
9.02056e-17,-8.32667e-17,0,-9.02056e-17,-1.94289e-16,1.60237e-31,1.21388,1.21388,4.85552,1.89451,6.05509,28.8228
-2.68882e-17,2.77556e-17,0,-2.86229e-17,2.86229e-17,0,1.41699,1.43297,5.73189,4.06845,4.58642,27.242
9.80119e-17,1.01481e-16,0,0.715507,0.715507,2.86203,1.22622,1.72884,6.91534,4.70817,2.34781,22.7253
2.67147e-16,2.81025e-16,0,1.21356,1.21356,4.85424,1.88044,1.19988,8.08535,3.15662,1.44135,19.4535
0,0,0,0,0,0,0.133067,-0.0823635,21.1479,-0.10954,0.107019,11.4321
0.550643,-0.758068,6.34903,0.149152,-0.149152,0.596608,0.97286,-1.58815,15.2562,2.17897,-1.53739,10.5726
0.965778,-0.869795,7.63752,0.726117,-0.726117,2.90447,1.06691,-0.967683,12.8772,1.10574,-0.938038,9.27148
0.48672,-0.444653,5.59263,0.443794,-0.426604,1.77518,0.646914,-0.781613,14.0597,1.16369,-0.771815,11.2714
